窃案,eye,0.1536243334189034
分心,distract,0.15361781488173962
抽丝,that,0.15361418273160218
招贴,placard,0.1536130184663546
接手,feels,0.15361273846724266
系了,track,0.15361207393513146
可会,can,0.15360873146001053
In,meaning,0.15360806746014588
family,meaning,0.15360806746014588
way,meaning,0.15360806746014588
中意,liking,0.15360694230624952
多留,earth,0.15360027911511215
处了,tried,0.15360019305440895
告,tell,0.15359664737560919
防夜,guard,0.15359262852136407
巨大成就,researches,0.1535860034597174
时高时低,bitterest,0.15358571464780313
竟如,bitterest,0.15358571464780313
滚筒,further,0.15358360803500312
刀叉,cutlery,0.15357624042902127
马脚,tripping,0.1535723872318246
每分,minute,0.15356483514423896
书橱,bookcases,0.1535644222248069
冠军赛,championship,0.1535607839241021
土壤结构,provide,0.15356063232186312
市政府,city,0.1535576664861653
牵扯,speak,0.1535557268186591
扑去,at,0.153541828123526
膨胀,expansion,0.1535345957051563
几批,visitors,0.15353262546396632
旦,visitors,0.15353262546396632
电信,usually,0.15352762745784734
发报,usually,0.15352762745784734
比特,usually,0.15352762745784734
擦在,reduces,0.15352334088182715
开枪,shot,0.1535211147584476
帚柄,and,0.15352038405407664
翘了,and,0.15352038405407664
偿债,intention,0.15351760743613097
流体动力学,electrically,0.15351682022521718
等离子,electrically,0.15351682022521718
光了,all,0.1535154076921954
倒装,placement,0.15351476102190872
词序,placement,0.15351476102190867
低空飞行,height,0.15351195309837842
巨轮,great,0.15350783785489727
地下水,great,0.15350783785489727
好看,well,0.1535078162980251
很久很久,long,0.15350505843226295
牧童,long,0.15350505843226295
鸟兽,quarry,0.15350463407030027
赶路,journey,0.1534983263536181
旨,a,0.15349137644039876
诡秘,invested,0.1534884287526362
无效,invalid,0.15348282571258365
遭遇,was,0.1534799650622742
问的,ask,0.15347566261597223
投机者,speculator,0.1534751977193857
凭证,title,0.15345911177043153
贴切,apt,0.15345445876358532
狙击手,snipers,0.15345343416841808
贴住,masking,0.15344741883471122
要事,avenge,0.15344499618468854
该病,additional,0.1534444170383108
坠,crashed,0.15344288201708528
吊绳,overhead,0.15344088233329334
高架,overhead,0.15344088233329334
注视,him,0.15343832213258388
光临,come,0.1534332200892288
调在,supervisory,0.15343321258136783
华丽,and,0.15342463227710573
诱惑力,irresistible,0.15341662265050318
稍晚,conversation,0.15340037300307324
入村,rained,0.15339886098717684
休想,it,0.15339869680688167
自我安慰,with,0.15339823922781634
轻贱,wits,0.1533938896634714
幸亏,thanks,0.15338988050955377
立体,set,0.15338741568968653
随身行李,keeper,0.1533814569180685
结了,married,0.15337693723065357
双关语,words,0.15337676076321274
高加索,caucasus,0.153375519610191
阐明,set,0.1533614265666975
睡过了头,sleep,0.15334965614510077
特已,greta,0.15334788955520848
录像带,video,0.1533467575832524
垂下,down,0.15334036519777597
这么回事,guess,0.15332302619318883
陈旧,old,0.1533213176283259
去处,destination,0.15331759967466502
娟,juan,0.15330639901123658
两千元,juan,0.15330639901123658
昧,smells,0.15330296528124066
绯红,cheeks,0.15330271174071683
鼓足干劲,steam,0.15330074665969476
车身,bodies,0.15330048219614947
证明了,proved,0.15329542025398551
凡在,anyone,0.1532920015655097
得意扬扬,had,0.15329068093068998
填鸭,spoon,0.15328725013192937
教育学,spoon,0.15328725013192937
米奇,michelin,0.1532775831552634
创建,create,0.15327666203647597
迂回曲折,direct,0.15327214816025783
甘作,yes,0.15326997484339777
适应性,fitness,0.15326214814396794
教出,worrying,0.15325857482991906
说话算数,word,0.15325461927947395
粗大,towers,0.153245002307922
和缓,tumultuous,0.1532437254055369
刚完,came,0.15324022617757668
1887,brazilian,0.15323693588143325
变奏曲,variation,0.15323497315351378
岁了,be,0.1532310736027525
乖孩子,boy,0.1532301462902737
举了,examples,0.15323003073230526
人满为患,unpleasantly,0.1532217733597551
格斗,grappled,0.15322017331243135
劳工法,labour,0.153217661097918
实质上,kind,0.15321457746750983
保,to,0.15321430935316127
这也,that,0.1532132896050415
久病成良医,old,0.15321295110348043
军需品,ammunition,0.15321256237607406
导向,oriented,0.15320998007247164
以往,past,0.15320485982530227
全力,full,0.15320350819826642
背弃,away,0.15320304412704258
锯齿状,jagged,0.15319537973402897
出力,do,0.15319487218035385
裹紧,draped,0.15318914519000007
标度盘,indicated,0.15318909629363267
华兹华斯,wordsworth,0.15318809567748837
暴躁,hot,0.15318240974155237
在很短的时间内,matter,0.153164831186888
体贴入微,smothers,0.1531646507454423
某时,s,0.15316447448569948
度了,pink,0.15315688015425902
铁球,ball,0.15315661283489576
脚链,ball,0.15315661283489576
遵循,rules,0.15314817809062667
律,and,0.1531330605575487
城邦,kinship,0.15312756219789592
定法,understatement,0.1531230528878937
显,the,0.1531221796496216
机舱,has,0.15311846031280285
列于,arranged,0.15311604330807432
在一定程度上,certain,0.15309512799777616
露珠,dew,0.15309157505508242
明细表,affixed,0.15308300522710025
五十二,military,0.15307317670995862
增加一倍,supplied,0.15307091144328003
寿险,insured,0.15306521612275661
以对,with,0.15306187100107485
宇宙观,outlooks,0.15305446006697776
哂,sinewy,0.15305367371715817
耐劳,sinewy,0.15305367371715817
财力,beyond,0.15305326796986335
隔周,in,0.15305178667579963
逼,when,0.15304744184228755
说服力,conviction,0.15304732593774953
勤务,smoothed,0.1530439078055304
弄平,smoothed,0.1530439078055304
撬,fiddled,0.15304179749671012
没像,my,0.15303373510841128
谈判代表,concentrated,0.15303246700472176
攻,flesh,0.15303222801520688
很厉害,a,0.15303166682775718
吃到,morsel,0.15303162247722188
磨擦,friction,0.15302981255419595
可依,plays,0.15302825350173535
额上,puts,0.15302413180254743
链接,linkage,0.15301336329950382
解不开,untie,0.1530042860989048
相一致,keeping,0.15300217490242643
据我,i,0.15299655110350124
更年期,life,0.15298974684682345
通行权,and,0.15298652145172287
裁减,redundant,0.15297916470082507
人物性格,amplify,0.1529789614404124
格外,particularly,0.15297568982053558
锐减,in,0.15296079295971676
消耗,consuming,0.15295839129761074
狂喜,happiness,0.15295787615269135
动乱,troubles,0.15295227086388294
踏脚板,pedals,0.1529520804413719
的的确确,by,0.15294600642584133
某样,slackening,0.15294447223396324
筑起,trespassing,0.15294170104882593
脑浆,brains,0.15293870376167787
迸裂,brains,0.15293870376167787
真令人,s,0.15293834315740362
猜不透,tail,0.15292794198068346
咀嚼,chewing,0.15292204595752543
扶手,armchair,0.1529213657279442
作人,partnership,0.15292006023762875
冲过,past,0.15291892948669333
泊,the,0.15289769811410564
就跑,fell,0.15289235893162542
独生女,bound,0.15289114938216855
恢复元气,s,0.15288983731150543
玻璃瓶,crate,0.15288886006893598
人工智能,lists,0.15288410847902964
种,a,0.15287998513281342
语句,statements,0.1528767072096859
商品目录,its,0.1528736847458718
隐蔽物,forest,0.15287249949701837
森林法,forest,0.15287249949701837
增到,competitive,0.15286605408786705
爵位,varying,0.15286035357559985
军国主义,preparedness,0.15285892712153942
嫩绿,tint,0.1528457578590746
没把,t,0.1528411470644517
初秋,autumn,0.15284102383187761
萧邦,dorothy,0.15284092551130637
唯恐,be,0.15283873310901536
带些,folks,0.1528371091435231
助威,played,0.15283568835716213
摊,spread,0.15283431035905268
轴颈,journal,0.15283386994717793
嗖嗖,shrapnel,0.15283206092139884
轰动,created,0.15282994422879567
忡忡,sadly,0.15281476748137088
狂欢作乐,jinks,0.15281242698545222
紧靠在,locked,0.15280770121954682
举家,family,0.1528020429971201
闭,closed,0.15280187184852861
面目全非,around,0.15280014653402807
不忍心,t,0.15279140320922632
缓解,coming,0.15279135082829728
喜事,event,0.15278387352517442
类别,grouping,0.15277778401794967
薄膜状,stretched,0.1527773449173006
鼓面,stretched,0.1527773449173006
寻求,for,0.15277627888122372
人民币,yuan,0.1527744194375395
各,the,0.15277102307114918
拉多,inordinately,0.1527702592882121
贴在,was,0.15276629181214607
从化,chemically,0.15276441022725304
像差,blurring,0.15276103894360368
物像,blurring,0.15276103894360368
她放,placed,0.1527551914956189
不幸者,refuges,0.1527413619033853
射手,county,0.1527362139543297
油料作物,registered,0.15273340221569986
怕丢面子,conceal,0.15272778454547592
工序,performed,0.1527275107469675
拈,lay,0.15272572634228043
神不守舍,dreamer,0.1527243855599821
立柱,post,0.1527112912630097
慈善家,who,0.15270049563999943
至少在,least,0.15269973859828334
语言学,linguistic,0.1526989261254231
强直,consolidation,0.15269717828181603
囗,the,0.15269314713239468
阳,balcony,0.15268788457928917
利用率,ratio,0.1526833438991917
租出,rent,0.15267928059562758
军备,arms,0.15267906958220634
顺路来,call,0.15267089517840493
约束了,trammel,0.15265786022104255
拄着,his,0.15264912120057147
空想的,fanciful,0.1526487265326594
发声,voiced,0.15264299343912924
戽斗,scoops,0.15264102764105647
盖住,to,0.15263955551927735
钻研,at,0.15263850370015544
正准备,to,0.15263376020824648
举杯,drink,0.1526335151166169
领空权,operate,0.15263070581782148
满人,full,0.15262804922509984
注,that,0.15262460100405617
泄法,bringing,0.1526242445519272
彻头彻尾,out,0.1526208600964824
农业机械,agricultural,0.15262015855185332
那要,it,0.1526178408468565
滑水板,motorboat,0.15261660710983918
机动船,motorboat,0.15261660710983918
合成物,composing,0.15261516451935148
Digital,dts,0.15261154608337607
DTS,dts,0.15261154608337607
搏,against,0.1526085390045887
巡逻,policeman,0.15260823051598774
寡不敌众,outnumbered,0.15260799291357732
抗菌剂,sebum,0.15260427180430985
油性,sebum,0.15260427180430985
过少,sebum,0.15260427180430985
坚定不移,hard,0.1525994219233456
同样会,instead,0.15259925000632107
以作,make,0.1525902422257713
害虫,vermin,0.1525847467914153
豪华轿车,luxury,0.15258217556409195
逛,roam,0.15258125074160045
1105,back,0.15257774467037796
凹地,depression,0.15257216672057486
食言,word,0.15256296438777955
下到,go,0.15254110392349882
昏乱,filled,0.15253911759064182
复赛,walked,0.15252704514392113
有上,s,0.15252252194500387
向前走,on,0.15251766187253643
复得,treasure,0.15249954844207994
去掉,off,0.15249670082330247
清晰可见,was,0.15248943832203224
地位高,senior,0.15248694566313756
至今,has,0.1524867834176216
面目,dogmatism,0.15248350115235312
什么的,what,0.15247636185162788
勇往直前,forth,0.15247596281462578
专横跋扈,queens,0.15247153298592903
取,took,0.1524697206440035
风雨,from,0.15246520743167746
过节,air,0.15246298792699195
自制,themselves,0.15245933450028776
理去,qiao,0.1524545052274508
稳健,steady,0.15245209698477027
时间比,as,0.15244592400943946
社会秩序,which,0.15244564810249553
那只是,only,0.15244063275390057
加料,processing,0.15243815014269585
扫地,cooked,0.15242004261976555
住到,lived,0.15241974601056676
各门,on,0.1524180702241288
接过,honourable,0.1524147619425805
黄泉,riches,0.15241184823215967
阴暗,shadow,0.15240669391892886
轻伤,wounds,0.15239859767682215
听得懂,incomprehensible,0.15239430342292534
适应环境,surroundings,0.15239017968938473
鼓起,gathering,0.15238768443004796
人情味,impersonal,0.15237994552801973
关系,relationship,0.15237530536287108
气喘吁吁,panted,0.1523730868137997
摩托化,motorized,0.15236417498241886
做好,well,0.15236353598792318
有余,references,0.15233851932862832
文学界,world,0.15233745943959023
叫唤,cries,0.15233066133232231
以色列人,descendant,0.15230717806508637
缝起来,seamed,0.15230661284685557
光泽,a,0.15230238300343438
尚无,lest,0.15229595199954313
伴随物,concomitant,0.1522914072953963
好棒,sting,0.152289633450527
买张,sting,0.152289633450527
君子协定,enforceable,0.1522895828921503
井台,pumped,0.1522891510960146
梗,stems,0.15228766727135296
湿地,wetlands,0.15228331348254906
楼内,wounded,0.15227860209153865
先将,first,0.15227791031615376
打结,sash,0.1522742853876776
驶抵,steamed,0.1522727202442322
晾乾,to,0.15226240356160925
鹤立鸡群,formal,0.15225898159398932
借款,to,0.1522575905004443
小国家,libyan,0.15225609443677524
逢,so,0.15225006971774013
催,me,0.15224858432286675
情报组织,information,0.15224386278634494
雇佣兵,mercenary,0.15224228564236636
发挥作用,serving,0.1522396051269593
冠亚军决赛,championship,0.15223773500121263
逻辑推理,reasoning,0.15223434697546892
寄到,remit,0.15222109936072997
科尔,cole,0.15221471620549767
同往,be,0.15220999996799275
抬升,section,0.1522075873571906
花枝,sprays,0.15220627784024066
很好玩,fun,0.15220431489029185
编写,write,0.15219913015185574
直到现在,of,0.15219843789763485
节哀,of,0.15219843789763485
宣泄,utterance,0.15219479669071387
表出,gear,0.1521882571031255
稳,steady,0.15218813717847599
残存,remnants,0.15214908307339234
计算机技术,systems,0.15214880106584402
稍有,wit,0.15214536802052428
光学仪器,eyeglasses,0.15214038166888472
好要,right,0.15213772470057904
汽车工业,exemplify,0.15213336630835683
酋长,boss,0.15212770113507382
击败,beat,0.1521224254675968
外境,due,0.15210942053026774
高压灭菌器,sterilization,0.15210580727930864
高压锅,sterilization,0.15210580727930864
纺织品,textile,0.1521032796666264
太过,to,0.15210147982114103
责罚,skin,0.15208912180494466
社交活动,season,0.15208586363724488
每逢,on,0.15208469975650063
犹自,still,0.15208122303325602
睡眼惺松,still,0.15208122303325602
两类,ceramics,0.1520716226997444
发货,delivery,0.1520707611655025
大成,into,0.15206866256525928
开矿,exploitation,0.1520615174093738
烧灼,very,0.152055033065336
结疤,very,0.152055033065336
极热,very,0.152055033065336
半句,exact,0.1520546482785006
完美地,ideal,0.15204368315299774
寻常,just,0.1520429114903349
强硬,tough,0.15204069413183927
感知,perceiving,0.15203471148077924
滩,lake,0.1520221708732483
果肉,frizzled,0.15201455082907603
可怜虫,make,0.15201447020381453
击键,depress,0.15201182467840507
肿大,redness,0.15201059182310692
平衡点,sales,0.15200877079638536
转得,running,0.15200755385131612
一个多月,month,0.15198976065270392
印张,pasted,0.1519893811827022
讲演稿,speech,0.15198199207439883
改正过来,speech,0.15198199207439883
猜想,guess,0.15197601095700927
使坏,harm,0.15196835006326867
视而不见,blind,0.1519677076682062
趣味性,relish,0.15196743653497288
沼泽,fen,0.1519629617234826
烤干,later,0.15196238889743907
毫不客气,give,0.15196233297330886
记时,registration,0.15195799011113945
病体,discharged,0.15195756531504678
略感不适,feel,0.15195402916113035
军事法庭,try,0.15195052538639545
120,goes,0.151949048231454
政纲,main,0.15194762148815183
外蒙古,mongolia,0.151945033469144
出身高贵,raised,0.15193357309632388
绘,painting,0.15193244767350456
级长,nowhere,0.15193108175010664
丢分,looser,0.1519304150538487
告假,decent,0.15192924271413896
订了,to,0.15192072051899988
再者,could,0.1519171841991101
压机,canning,0.15191509655800278
电子游戏机,microcomputers,0.15191432287375287
半圆形,horseshoe,0.15191415165314415
言外之意,said,0.15190995365477716
金笔,fountain,0.15190877664888755
叛逆者,seeks,0.15190402389935226
幼童,ken,0.15190361422328358
会比,concerts,0.15189883886741684
非官方,unofficial,0.15189673955626048
几声,then,0.15189467442735052
受受,treat,0.15189100041104595
赌马,horses,0.1518819434916134
磕,knocked,0.15187549422500174
临时工,job,0.15187265279644366
滥,abused,0.15187171162089372
洗衣,laundry,0.151864151747558
古生物学家,palaeontologist,0.15186306923444354
凡事,everything,0.1518622577244191
12000,awarded,0.15186162522476412
打高尔夫,occurs,0.15185660974501566
判若两人,another,0.15185482075183343
揭掉,off,0.1518519676225562
两家人,comfortably,0.15184926024433362
乘坐,the,0.1518482453262133
求助于,fall,0.15184614751918266
撤走,aggressor,0.15183912156954021
喊叫声,a,0.15183558036193892
放过,let,0.15183350392022307
不无道理,justice,0.15183229829940517
南部地区,south,0.151831167622871
女式,establishment,0.15183098938729842
滤水器,filters,0.15183083394398741
钩住,hitched,0.15182760353989194
冰岛,iceland,0.15181820921411623
驯服,one,0.15181810642589952
演变成,changes,0.15181693001301605
稀奇古怪,strange,0.15181354993721316
小憩,momentary,0.15178980876372333
所向,sell,0.1517891056904174
祝福,to,0.15178641071332438
伤者,already,0.15178538869852468
余地,had,0.1517852603502038
发表意见,opinion,0.15178311820493665
人与人之间,between,0.15178208105329086
搞糟,milk,0.1517699938006436
童,were,0.15176349574680592
破旧,is,0.15175875118294188
深浅,is,0.15175217537392285
换水,memo,0.15175205031194558
外币,memo,0.15175205031194558
嫡堂,degrees,0.15174383048239984
嫡,degrees,0.15174383048239984
支系,degrees,0.15174383048239984
溃退,beaten,0.1517421049604238
擦乾净,grease,0.15173990007234428
铜板,bob,0.15173891557163044
戏剧界,dramatic,0.1517385657867624
算得,humanly,0.15173280505495512
两国人民,peoples,0.15172681843884772
发件人,addresses,0.15172360571445334
发信人,addresses,0.15172360571445334
发件,addresses,0.15172360571445334
就座,strap,0.1517220100625487
花个,salts,0.15172028863703158
踱步,paced,0.1517156209470575
积极开展,members,0.15170755892726007
通俗歌曲,tapes,0.15170044659995832
办到,manage,0.151673407919244
魄力,as,0.15165802699921857
都出去,out,0.15165458854799832
年代,in,0.15165407320511756
酱,marmalade,0.15165325662237336
修行,practiced,0.1516506078631589
尚,the,0.15164946940874877
很尖,a,0.151648144505756
时侯,time,0.1516364310235031
天赋,genius,0.1516346067076425
不赞同,don,0.15163439840359333
街坊,gossip,0.15163421328687565
三姑六婆,gossip,0.15163421328687565
假意,cheek,0.15162894051474637
莲,monroe,0.15162669960165528
雷声大,bluster,0.15162082521233247
雨点小,bluster,0.15162082521233247
时辰,corner,0.15161873603667309
聚了,amassment,0.15161766503803917
核弹头,amassment,0.15161766503803917
一惊,started,0.15160758409822495
狮子头,hunt,0.15160339334995354
索书号,particular,0.15159615619945482
炮,guns,0.1515794365409405
尾声,the,0.15157742757025797
有只,was,0.15157637185321235
明,to,0.15157448931939888
癣,scaly,0.15157250295909866
皮肤病,scaly,0.15157250295909866
变厚,scaly,0.15157250295909866
显灵,magdalen,0.15157113130734082
人缘,sink,0.1515563552202174
手艺,skill,0.1515498080089761
某国,country,0.15154114171161218
国际法,country,0.15154114171161218
恶的,evil,0.15153693980992838
摔破,breaking,0.15153413946601504
修道士,monk,0.1515331442121015
英年早逝,young,0.15153158907788786
定使,lot,0.1515215626933264
益处,benefit,0.15151750541057332
抵赖,as,0.15150088163033787
莽汉,mannered,0.15147507103955224
寄存,at,0.15146270602121242
两可,borderline,0.1514618612686589
先前,before,0.1514612034333416
满口,blarney,0.15146060058789956
胡言,blarney,0.15146060058789956
头脑清楚,sense,0.15145951434019203
1731,romanticism,0.15145515841329582
着装,are,0.15144680885169184
祷文,gabble,0.15144047707368813
航道,passage,0.15143979595185153
唷,chest,0.15143727401209173
橱子,chest,0.15143727401209173
同去,going,0.15143704498609434
氮气,approximately,0.15143138143110468
氖,approximately,0.15143138143110468
氦,approximately,0.15143138143110468
注意事项,approaches,0.15142531236403814
无关的,not,0.15142412900904786
漆黑一团,dark,0.15140988827897292
承担,for,0.15140738579927257
学历,education,0.15139355928849269
火上浇油,flame,0.15139311248980838
华德,howard,0.15138767169072165
破除,break,0.1513668531105448
旧框框,break,0.1513668531105448
理解能力,uptake,0.15136129890263383
不及,below,0.15135281707884546
分出,hive,0.1513416781309493
不声不响,quietly,0.15132257395086293
拉上,the,0.15131793703811322
还可,it,0.15131293387146835
无穷无尽,know,0.15131236974751755
仅限,valid,0.15130669253312123
象元,cells,0.15130320352683738
粘连,backing,0.15129795891061357
旷,places,0.15129497808968595
性虐待狂,beating,0.1512906615940636
路障,set,0.15127047820386186
无数,the,0.15126928689269806
牙病,putting,0.1512681406783009
作弄,on,0.15126354849261547
拖得,noting,0.1512630942078293
营养学,relates,0.15126147253187727
知趣,know,0.1512598158762697
榜首,hit,0.1512516226467198
学长,sons,0.15124332634787527
束缚,in,0.1512366869243495
露点,lost,0.15123574622045302
既可,practical,0.1512347500336915
鬼子,font,0.15123448584982152
气孔,air,0.15122888230323564
足智多谋,mastermind,0.15122879200573514
水平面,surfaces,0.15122826960357846
精疲力竭,out,0.15121356581105255
凄凉,forlorn,0.15121080893759725
干脆,it,0.15120787230330623
可提供,hostel,0.1512060614195506
起舞,danced,0.15120299112888658
捞一把,concluding,0.15119162088682264
仅凭,saying,0.1511893786687422
畸变,deterioration,0.15118266248209433
磨洋工,catches,0.15117506182597581
更愿,selected,0.15117251412201915
捷径,beeline,0.1511717126629236
预料到,expected,0.1511621117094419
19,nineteen,0.15115907374012982
救上,no,0.1511503611594635
不同凡响,sensational,0.15114666264099189
未婚,unmarried,0.1511446556204871
骨骼,bones,0.15113299730412363
本题,topic,0.15112504028141516
时而,and,0.15112366622965387
胸前,s,0.15111897059856327
尽是,all,0.15111834069207986
人家,to,0.1511154968730646
连珠炮,bombarded,0.1511152781274959
出生地,birthplace,0.151107508968269
光明磊落,practised,0.15110537394869775
几人,practised,0.15110537394869775
四面,trapped,0.15110447223168563
不自量力,overextend,0.15110432729540688
转头,twining,0.15109807664850045
双生,twining,0.15109807664850045
空话,air,0.15108381489746933
来看我好,see,0.15108322137148097
战壕,the,0.1510798388926603
在对,on,0.1510713447477897
忠诚,loyalty,0.1510705697824222
恰当,proper,0.15106912668245054
韵,player,0.15106885598170208
嫌疑人,sample,0.1510669258967701
抽样检查,sample,0.1510669258967701
热水器,boiler,0.15106581539960345
集中供热,boiler,0.15106581539960345
可加,larded,0.15105941881170945
延期,put,0.15104990382480604
反省,sensations,0.15104170419230045
自省,sensations,0.15104170419230045
都上,go,0.15104064476753742
并联,splits,0.15102890894547594
inparallel,splits,0.15102890894547594
黍,sorghum,0.15102835638312193
蜀黍,sorghum,0.1510283563831219
一觉,woke,0.15102321039456193
就叫,to,0.15101386999495311
可耻,s,0.15101205500656603
听天由命,gods,0.15100513746761668
用不着,need,0.15099562970146446
摘要,points,0.15099200750322614
千个,contains,0.15098792462879226
全文,expected,0.15097101867944013
破釜沉舟,wobbled,0.15096283987266482
提出,the,0.15095986414767992
终能,learner,0.1509597573890189
真诚地,sincerely,0.15095600756529598
说给,unfolded,0.1509497784391635
起程,departure,0.15094802212216044
得上,is,0.15094715016452614
金属杆,rod,0.1509440209577267
杠,rod,0.1509440209577267
额前,forehead,0.1509407085569286
老将,veteran,0.15094057893215176
完毕,finished,0.15093326999520093
1963,got,0.1509318899025615
米,jimmy,0.15093079042644575
项下,covering,0.15092826179204183
绣,embroidered,0.15091808187369532
57,tampa,0.1509157384879685
掏,and,0.15091293557242036
大峡谷,canyon,0.1509033750789743
敲竹杠,canyon,0.1509033750789743
大会,meeting,0.15089586725581788
借来,loan,0.15089549237990996
提出诉讼,action,0.15089544027871205
真丝,crumple,0.1508951020421934
哇啦哇啦,away,0.15089432896285726
充满信心,noise,0.1508794034996674
风驰电掣,bat,0.15087845711766826
甲壳虫,beam,0.15087354622792956
鼻烟,snuff,0.15086469200115654
记实,remarkable,0.15086426452797008
侮,impertinent,0.15085657326498442
诺丁汉,nottingham,0.1508529430450249
采煤,nottingham,0.1508529430450249
99,nottingham,0.1508529430450249
嘶,hissing,0.1508498947532186
勉强,just,0.1508493450774389
别关,news,0.15084518289645196
容量,capacity,0.15083699515432764
充实,out,0.15083210483116488
起死回生,feet,0.15083102185355526
变幻无常,variable,0.1508309791313175
裸的,bared,0.1508288646730743
所指,referred,0.15082782512939524
凭藉,civil,0.15082301753801886
一后,after,0.15081750668011026
写得,written,0.15081373420851862
茁壮成长,stressful,0.1508117516695819
一般,usually,0.15080423680376676
干扰,disturbance,0.15079938268591905
发现者,discoverer,0.15079892464997513
魔术,magician,0.15079388028142118
报警器,dialling,0.15078642708319664
推辞,go,0.15078240057718745
家仆,who,0.15078160640251573
脸面,cowl,0.15077665888362554
追赶着,bumping,0.1507700032834155
东西向,incapable,0.1507667618643632
故我,eyes,0.1507627049033208
送下去,send,0.1507586312571091
有求于,asked,0.15074627413620417
本案,mitigating,0.15074041093670087
任何情况,mitigating,0.15074041093670087
对生,healthful,0.1507353241481598
生物学科,have,0.15073468641876392
大伯,mao,0.15073308176106942
不属,stepped,0.15073149642960904
白费,out,0.15072006909800298
如日中天,obstacle,0.15069727290931964
锐不可当,obstacle,0.15069727290931964
医师公会,fronted,0.1506892459283963
一跃而起,and,0.1506867877134438
热身,bullpen,0.15067723510995124
要尽,obtain,0.1506691394836927
怀恨在心,grudge,0.15066501267356305
二位,one,0.15065793349759632
费解,understand,0.1506558023905758
独唱曲,aria,0.15065359256458782
真事,true,0.15064061847477245
强调,of,0.15064035574471274
亲近,men,0.15062014659133147
不嫌,cannot,0.15061065376870247
言之过早,early,0.15060810957156168
叛国,treasonable,0.1506062820974095
巨鸟,madagascar,0.15060277868801128
马达加斯加岛,madagascar,0.15060277868801128
特派,visiting,0.15059416910065593
情义,faults,0.15059188337895965
大声疾呼,up,0.15059183560780057
各地区,system,0.15059024370020593
多时,accumulate,0.1505891797459105
搜查,went,0.15057794993677392
非要,to,0.15057340332990055
感光材料,sensitized,0.1505723316947073
二年级,second,0.15056993861668336
啄,pecked,0.15056937329705342
除夕,peal,0.15056000379544082
改过,breakup,0.1505542583980528
阵势,formation,0.15054252800210216
卖价,withdrawn,0.15054067507025673
撤回,withdrawn,0.15054067507025673
引进,into,0.15053467792447325
函寄,forwarded,0.15053099854286867
三级跳远,triple,0.15052930026571845
刚毛,bristles,0.1505279158114335
运进,import,0.15051789671017354
反驳,retort,0.15051365183445267
导电,material,0.15049352372237584
分离出来,was,0.15049278920924825
妖妇,as,0.15049218527409122
烧死,as,0.15049218527409122
登门,call,0.15049028285574534
源头,source,0.15048652583574096
库房,in,0.15048479759517955
交道,question,0.15048080662374588
该有,only,0.15048043641811246
通明,kicked,0.15047683488794278
紧缩,crunch,0.1504752609720543
胜的,emulous,0.15047186572625534
极刑,pinning,0.15046896388953002
细细的,sewn,0.15046896098725507
托人,entrust,0.1504688219147891
耕作,farming,0.15045982056399718
灯罩,case,0.15044620346670262
光芒四射,shone,0.1504423319316298
总该,they,0.1504374282844268
脸皮,had,0.15043730795448804
来犯,annihilated,0.15043720414258482
大队人马,advance,0.1504290286937665
野地,advance,0.1504290286937665
澳,australia,0.1504238597287096
衰弱,from,0.15042378794042985
荒野,reverted,0.15041630522191707
球童,after,0.15041587455221017
看场,time,0.150415100278042
商品种类,merchandise,0.15040990920468503
为人,and,0.15040467229155688
大败,gave,0.15039438171059125
平均为,sickness,0.1503918633504512
暖暖的,about,0.15038917512115832
小病,about,0.15038917512115832
总揽全局,toughest,0.15038699731132604
怪我,blame,0.15038329732344527
看情况,case,0.15037989468495547
仅只,soul,0.15037972271536612
反把,spoils,0.15037238103355552
绵,sheared,0.15037084398184086
竿子,the,0.15036982583146472
辛劳,paid,0.15036850933506088
英王,exempted,0.15036760244470948
多位,digit,0.1503652715543642
航空公司,obtainable,0.1503647289764326
解救,relieving,0.15036467632141243
捷,swift,0.15034696784825677
调过,pound,0.15034214397461573
涂层,want,0.15033657521418337
准,that,0.1503328980027427
谐音,hard,0.1503202675272745
开初,powerful,0.15031786357383833
机柜,fitting,0.15031416961825464
波涛起伏,heaving,0.1503134196285032
咏歌,heaving,0.1503134196285032
不适应,not,0.15031239630272042
陶醉在,entranced,0.15031099341787335
不断,the,0.15030988609398777
帐务,audits,0.15030928960846618
曙光,morning,0.15030367041082354
发生意外,incident,0.1503000105246116
呈,with,0.15029743149379657
不作,from,0.15029341735021698
动手术,operating,0.15029014671054491
犹豫不定,dubious,0.15028455790474873
坚持,on,0.15028423447466005
议论纷纷,debate,0.1502812653347299
病友,sick,0.15028001669515692
弯道,bend,0.15027996512252895
逼着,screwed,0.15027331834616978
教学内容,teaching,0.15027061641580158
将士,victory,0.15026788339663685
凯旋归来,victory,0.15026788339663685
不待,defence,0.15026717049465568
有穷,men,0.1502630929381775
均是,done,0.15025938956592932
登记薄,register,0.15025278969558606
穷人家,pinch,0.15024029643969017
周到,profuse,0.15023819160285998
所含,of,0.15023465792600668
冲击,shock,0.1502323236524252
小鬼,folks,0.15023049126751387
争斗,a,0.1502272810561046
司空见惯,customary,0.1502222680459651
有些地方,article,0.15022091747342017
开店,storekeepers,0.15021436264465005
捐出,storekeepers,0.15021436264465005
辨识,flashed,0.1502115172706613
离去,away,0.15021117884968316
俘获,capturing,0.1502096537457274
有待,moot,0.15020931564778986
